; Fri, 15 May 2015, 18:37:42
AX-89832224:ph3        54.531  ; 2739

AX-89832215:ph3        54.809  ; 2740

AX-89889400:nmh        55.553  ; 2741

AX-89795131:nmh        56.625  ; 2742

AX-89889383:ph3        56.930  ; 2743

AX-89836950:nmh        57.678  ; 2744

AX-89832171:ph3        58.167  ; 2745

AX-89894148:nmh        59.359  ; 2746

AX-89836875:nmh        61.071  ; 2747

AX-89836924:ph3        62.073  ; 2748

AX-89894085:nmh        62.782  ; 2749

AX-89894128:ph3        63.347  ; 2750

AX-89836940:nmh        63.733  ; 2751

AX-89795021:nmh        64.481  ; 2752

AX-89894145:nmh        64.539  ; 2753

AX-89795071:nmh        65.379  ; 2754

AX-89894013:nmh        65.956  ; 2755

AX-89894007:ph3        67.039  ; 2756

AX-89836805:nmh        67.338  ; 2757

AX-89872692:ph3        67.587  ; 2758

AX-89894060:nmh        68.472  ; 2759

AX-89893931:nmh        69.247  ; 2760

AX-89792004:nmh        69.794  ; 2761

AX-89832720:nmh        70.895  ; 2762

AX-89832723:ph3        71.442  ; 2763

AX-89832655:nmh        71.989  ; 2764

AX-89905445:ph3        73.090  ; 2765

AX-89848831:ph3        73.637  ; 2766

AX-89791872:ph3        74.184  ; 2767

AX-89832489:nmh        74.731  ; 2768

AX-89913435:nmh        75.278  ; 2769

AX-89791783:nmh        75.826  ; 2770

AX-89892538:nmh        76.926  ; 2771

AX-89890642:ph3        77.473  ; 2772

AX-89792409:nmh        78.574  ; 2773

AX-89848937:ph3        79.675  ; 2774

AX-89833272:nmh        80.222  ; 2775

AX-89892609:nmh        80.769  ; 2776

AX-89890450:ph3        81.316  ; 2777

AX-89848877:ph3        82.417  ; 2778

AX-89905545:ph3        82.964  ; 2779

AX-89890777:nmh        83.511  ; 2780

AX-89864126:nmh        84.058  ; 2781

AX-89861664:nmh        86.285  ; 2782

AX-89891018:nmh        87.385  ; 2783

AX-89792678:nmh        87.932  ; 2784

AX-89890881:nmh        90.627  ; 2785

AX-89792623:nmh        90.731  ; 2786

AX-89833657:nmh        91.191  ; 2787

AX-89833642:nmh        91.279  ; 2788

AX-89890864:nmh        91.826  ; 2789

AX-89792598:ph3        93.486  ; 2790

AX-89849104:ph3        93.907  ; 2791

AX-89834031:ph3        94.329  ; 2792

AX-89804917:nmh        94.608  ; 2793

AX-89872631:ph3        94.887  ; 2794

AX-89834132:ph3        94.887  ; 2795

AX-89861674:nmh        95.026  ; 2796

AX-89834184:ph3        95.165  ; 2797

AX-89891375:ph3        95.165  ; 2798

AX-89818181:ph3        95.749  ; 2799

AX-89834556:ph3        96.841  ; 2800

AX-89881000:ph3        96.841  ; 2801

AX-89793150:ph3        96.841  ; 2802

AX-89793346:nmh        96.841  ; 2803

AX-89834767:nmh        97.538  ; 2804

AX-89793285:ph3        98.236  ; 2805

AX-89811935:ph3        98.236  ; 2806

AX-89875034:nmh        98.514  ; 2807

AX-89891815:ph3        98.653  ; 2808

AX-89817912:nmh        98.791  ; 2809

AX-89891707:ph3        99.069  ; 2810

AX-89892001:nmh        99.574  ; 2811

AX-89834840:ph3        99.574  ; 2812

AX-89868490:nmh        99.687  ; 2813

AX-89834781:nmh       100.078  ; 2814

AX-89891993:nmh       100.078  ; 2815

AX-89857966:nmh       100.306  ; 2816

AX-89793465:nmh       100.583  ; 2817

AX-89793469:nmh       100.583  ; 2818

AX-89793476:nmh       100.924  ; 2819

AX-89793461:nmh       101.092  ; 2820

AX-89905736:ph3       101.542  ; 2821

AX-89891968:nmh       102.112  ; 2822

AX-89891957:nmh       102.112  ; 2823

AX-89891902:nmh       102.160  ; 2824

AX-89793438:ph3       102.160  ; 2825

AX-89834733:nmh       103.126  ; 2826

AX-89905852:nmh       103.403  ; 2827

AX-89834740:nmh       103.631  ; 2828

AX-89891940:nmh       103.631  ; 2829

AX-89892515:nmh       104.022  ; 2830

AX-89793397:nmh       104.135  ; 2831

AX-89891873:nmh       104.135  ; 2832

AX-89892358:nmh       104.640  ; 2833

AX-89892403:nmh       104.640  ; 2834

AX-89892424:ph3       104.640  ; 2835

AX-89891834:ph3       104.640  ; 2836

AX-89807927:nmh       104.640  ; 2837

AX-89836057:ph3       104.948  ; 2838

AX-89835206:nmh       105.569  ; 2839

AX-89892423:nmh       106.189  ; 2840

AX-89805016:nmh       106.810  ; 2841

AX-89835133:nmh       107.430  ; 2842

AX-89835034:nmh       107.430  ; 2843

AX-89849280:ph3       107.430  ; 2844

AX-89835111:nmh       107.430  ; 2845

AX-89892272:nmh       107.430  ; 2846

AX-89835096:ph3       107.430  ; 2847

AX-89805014:nmh       107.986  ; 2848

AX-89835121:nmh       108.266  ; 2849

AX-89892318:nmh       109.113  ; 2850




group 6A



AX-89850199:ph3         0.000  ;  186

AX-89850198:ph3         0.000  ;  187

AX-89798991:ph3         0.556  ;  188

AX-89798994:ph3         0.556  ;  189

AX-89871758:nmh         1.673  ;  190

AX-89850217:ph3         1.673  ;  191

AX-89915409:nmh         2.228  ;  192

AX-89899074:ph3         2.228  ;  193

AX-89798778:ph3         2.784  ;  194

AX-89906449:ph3         3.340  ;  195

AX-89906434:ph3         3.895  ;  196

AX-89898993:ph3         4.451  ;  197

AX-89850169:ph3         4.451  ;  198

AX-89898948:ph3         5.006  ;  199

AX-89815696:ph3         5.006  ;  200

AX-89898927:nmh         5.562  ;  201

AX-89807382:ph3         6.679  ;  202

AX-89828489:nmh         7.235  ;  203

AX-89906373:ph3         8.920  ;  204

AX-89798187:ph3         8.920  ;  205

AX-89798153:nmh        10.041  ;  206

AX-89841061:nmh        10.041  ;  207

AX-89798151:ph3        11.161  ;  208

AX-89841055:ph3        11.161  ;  209

AX-89798179:nmh        11.441  ;  210

AX-89866599:ph3        11.720  ;  211

AX-89838347:ph3        13.073  ;  212

AX-89838541:ph3        13.073  ;  213

AX-89788107:nmh        13.406  ;  214

AX-89828474:ph3        13.406  ;  215

AX-89848283:ph3        13.406  ;  216

AX-89850109:ph3        14.244  ;  217

AX-89853501:nmh        19.369  ;  218

AX-89850101:ph3        20.291  ;  219

AX-89850100:ph3        21.214  ;  220

AX-89906353:ph3        22.136  ;  221

AX-89897915:ph3        23.990  ;  222

AX-89840669:ph3        23.990  ;  223

AX-89840648:ph3        24.268  ;  224

AX-89906335:nmh        24.268  ;  225

AX-89897891:ph3        24.546  ;  226

AX-89864432:ph3        24.546  ;  227

AX-89805596:nmh        25.440  ;  228

AX-89897869:ph3        25.946  ;  229

AX-89906339:ph3        26.409  ;  230

AX-89840634:ph3        26.746  ;  231

AX-89906412:ph3        26.767  ;  232

AX-89840607:ph3        26.827  ;  233

AX-89898378:ph3        27.468  ;  234

AX-89798248:nmh        27.817  ;  235

AX-89898386:ph3        28.191  ;  236

AX-89909563:nmh        28.191  ;  237

AX-89841210:nmh        28.747  ;  238

AX-89898396:ph3        29.555  ;  239

AX-89841203:ph3        29.555  ;  240

AX-89864482:ph3        29.571  ;  241

AX-89898452:ph3        29.849  ;  242

AX-89841236:ph3        30.692  ;  243

AX-89841163:ph3        30.970  ;  244

AX-89898455:ph3        31.528  ;  245

AX-89841223:ph3        32.087  ;  246

AX-89808438:ph3        32.087  ;  247

AX-89898484:ph3        32.387  ;  248

AX-89805567:ph3        32.923  ;  249

AX-89797755:ph3        32.923  ;  250

AX-89840545:ph3        32.923  ;  251

AX-89840531:ph3        33.201  ;  252

AX-89797749:ph3        33.201  ;  253

AX-89884297:ph3        33.479  ;  254

AX-89797718:ph3        33.479  ;  255

AX-89904995:ph3        33.756  ;  256

AX-89884316:ph3        33.756  ;  257

AX-89906017:ph3        33.756  ;  258

AX-89827162:ph3        34.376  ;  259

AX-89897732:nmh        35.039  ;  260

AX-89798324:nmh        35.737  ;  261

AX-89795803:nmh        37.141  ;  262

AX-89837911:ph3        37.141  ;  263

AX-89837922:ph3        37.141  ;  264

AX-89895088:ph3        37.419  ;  265

AX-89895089:ph3        37.419  ;  266

AX-89841211:nmh        38.463  ;  267

AX-89837934:ph3        40.190  ;  268

AX-89795844:ph3        40.605  ;  269

AX-89897621:ph3        41.042  ;  270

AX-89864405:ph3        41.353  ;  271

AX-89840398:ph3        41.353  ;  272

AX-89797627:ph3        41.631  ;  273

AX-89837902:nmh        41.673  ;  274

AX-89840430:ph3        42.466  ;  275

AX-89864414:ph3        42.743  ;  276

AX-89897635:ph3        42.743  ;  277

AX-89897668:ph3        43.021  ;  278

AX-89840448:ph3        43.864  ;  279

AX-89897673:ph3        43.864  ;  280

AX-89897709:ph3        46.421  ;  281

AX-89863581:ph3        46.421  ;  282

AX-89815663:ph3        46.980  ;  283

AX-89837888:ph3        48.184  ;  284

AX-89840163:nmh        51.862  ;  285

AX-89859112:ph3        51.862  ;  286

AX-89840238:ph3        52.139  ;  287

AX-89850009:ph3        52.139  ;  288

AX-89872760:ph3        54.152  ;  289

AX-89897226:nmh        56.850  ;  290

AX-89839976:ph3        57.513  ;  291

AX-89797293:ph3        58.176  ;  292

AX-89839981:ph2        58.840  ;  293

AX-89897150:ph3        60.173  ;  294

AX-89839933:nmh        60.837  ;  295

AX-89808291:nmh        62.171  ;  296

AX-89808285:ph2        62.834  ;  297

AX-89897089:ph3        62.834  ;  298

AX-89797138:nmh        63.497  ;  299

AX-89864340:ph2        63.497  ;  300

AX-89839789:ph3        63.497  ;  301

AX-89812038:ph2        64.333  ;  302

AX-89839714:ph2        64.333  ;  303

AX-89896910:ph3        64.333  ;  304

AX-89839721:ph3        64.333  ;  305

AX-89864338:nmh        64.333  ;  306

AX-89896900:ph3        64.611  ;  307

AX-89864332:nmh        64.611  ;  308

AX-89896893:ph3        64.611  ;  309

AX-89808274:nmh        65.170  ;  310

AX-89839683:ph3        65.729  ;  311

AX-89853353:nmh        66.294  ;  312

AX-89797026:ph3        66.846  ;  313

AX-89914920:nmh        67.577  ;  314

AX-89805481:nmh        67.950  ;  315

AX-89885715:nmh        67.987  ;  316

AX-89906228:ph3        69.075  ;  317

AX-89896949:ph3        69.358  ;  318

AX-89858998:nmh        69.358  ;  319

AX-89914934:nmh        69.358  ;  320

AX-89896953:ph3        69.358  ;  321

AX-89839745:nmh        69.915  ;  322

AX-89797027:nmh        71.607  ;  323

AX-89858984:nmh        71.611  ;  324

AX-89839639:ph3        72.164  ;  325

AX-89839635:nmh        72.164  ;  326

AX-89906221:ph3        73.007  ;  327

AX-89887830:ph3        73.850  ;  328

AX-89830647:ph3        73.850  ;  329

AX-89849912:ph3        74.405  ;  330

AX-89790106:nmh        74.683  ;  331

AX-89906205:ph3        74.961  ;  332

AX-89839443:nmh        74.961  ;  333

AX-89896678:nmh        74.961  ;  334

AX-89887855:nmh        75.332  ;  335

AX-89790171:nmh        75.514  ;  336

AX-89796862:nmh        75.517  ;  337

AX-89864323:ph2        76.074  ;  338

AX-89868769:ph3        76.630  ;  339

AX-89896696:nmh        77.000  ;  340

AX-89839591:nmh        77.371  ;  341

AX-89796934:nmh        77.741  ;  342

AX-89839521:ph3        77.741  ;  343

AX-89849929:ph3        77.741  ;  344

AX-89909314:ph3        77.741  ;  345

AX-89896793:nmh        78.300  ;  346

AX-89896638:nmh        78.578  ;  347

AX-89906213:ph3        78.578  ;  348

AX-89906202:ph3        78.855  ;  349

AX-89906201:ph3        78.855  ;  350

AX-89849879:ph3        79.133  ;  351

AX-89896454:ph3        79.133  ;  352

AX-89896468:nmh        79.133  ;  353

AX-89864312:nmh        79.831  ;  354

AX-89849885:ph3        80.528  ;  355

AX-89796753:nmh        80.528  ;  356

AX-89849884:ph3        80.528  ;  357

AX-89839334:nmh        81.433  ;  358

AX-89849883:ph3        81.923  ;  359

AX-89864316:nmh        81.995  ;  360

AX-89839243:nmh        82.311  ;  361

AX-89864315:nmh        82.736  ;  362

AX-89796831:nmh        82.794  ;  363

AX-89839412:nmh        83.593  ;  364

AX-89839414:ph3        83.593  ;  365

AX-89839405:ph3        83.593  ;  366

AX-89796728:nmh        84.140  ;  367

AX-89839190:ph3        84.687  ;  368

AX-89796589:nmh        84.731  ;  369

AX-89796607:nmh        85.980  ;  370

AX-89796564:nmh        86.601  ;  371

AX-89906180:ph3        87.230  ;  372

AX-89849858:ph3        87.508  ;  373

AX-89796573:ph3        87.785  ;  374

AX-89896357:nmh        87.785  ;  375

AX-89896215:nmh        88.448  ;  376

AX-89906174:ph3        89.104  ;  377

AX-89796532:nmh        89.459  ;  378

AX-89839024:ph3        89.459  ;  379

AX-89839033:ph3        89.459  ;  380

AX-89796531:ph3        89.737  ;  381

AX-89796530:ph3        89.737  ;  382

AX-89796524:nmh        90.294  ;  383

AX-89838989:ph3        90.851  ;  384

AX-89796501:ph3        91.129  ;  385

AX-89906159:ph3        91.129  ;  386

AX-89838836:ph3        91.407  ;  387

AX-89895959:ph3        91.407  ;  388

AX-89849520:ph3        92.016  ;  389

AX-89905918:ph3        92.934  ;  390

AX-89896057:ph3        93.420  ;  391

AX-89805208:nmh        94.538  ;  392

AX-89849824:ph3        95.334  ;  393

AX-89795272:ph3        95.334  ;  394

AX-89796412:ph3        95.334  ;  395

AX-89837143:ph3        95.797  ;  396

AX-89906143:ph3        96.729  ;  397

AX-89896005:ph3        96.729  ;  398

AX-89895191:ph3        97.150  ;  399

AX-89896103:ph3        97.572  ;  400

AX-89838063:ph3        99.909  ;  401

AX-89895262:ph3       100.679  ;  402

AX-89849781:nmh       100.679  ;  403

AX-89894360:ph3       101.449  ;  404

AX-89895681:ph3       103.312  ;  405

AX-89914636:nmh       106.126  ;  406

AX-89895776:ph3       108.463  ;  407

AX-89838495:ph3       108.463  ;  408

AX-89849700:ph3       108.463  ;  409

AX-89849694:ph3       108.463  ;  410

AX-89895706:ph3       108.879  ;  411

AX-89849702:ph3       109.296  ;  412

AX-89796178:ph3       109.296  ;  413

AX-89858625:nmh       109.575  ;  414

AX-89895679:ph3       109.855  ;  415

AX-89838233:nmh       110.704  ;  416

AX-89838272:ph3       111.835  ;  417

AX-89895550:ph3       113.222  ;  418

AX-89808155:ph3       113.701  ;  419

AX-89838358:ph3       114.114  ;  420

AX-89838351:ph3       114.114  ;  421

AX-89849743:ph3       114.393  ;  422

AX-89906079:nmh       114.672  ;  423

AX-89906073:ph3       114.672  ;  424

AX-89815645:ph3       114.689  ;  425

AX-89849735:ph3       115.526  ;  426

AX-89895491:ph3       115.526  ;  427

AX-89861942:ph3       115.790  ;  428

AX-89838271:ph3       116.230  ;  429

AX-89796111:nmh       116.904  ;  430

AX-89895570:ph3       116.904  ;  431

AX-89795729:nmh       117.321  ;  432

AX-89796134:ph3       117.738  ;  433

AX-89895590:nmh       117.738  ;  434

AX-89906085:ph3       117.738  ;  435

AX-89815650:nmh       117.738  ;  436

AX-89905989:ph3       117.868  ;  437

AX-89837741:ph3       118.015  ;  438

AX-89837761:ph3       118.851  ;  439

AX-89837758:ph3       118.851  ;  440

AX-89808121:nmh       120.109  ;  441

AX-89864203:ph2       120.109  ;  442

AX-89914496:ph3       120.734  ;  443

AX-89853142:nmh       120.734  ;  444

AX-89895026:ph3       121.360  ;  445

AX-89837854:nmh       121.360  ;  446

AX-89837503:nmh       121.937  ;  447

AX-89894718:nmh       121.985  ;  448

AX-89837531:ph3       121.985  ;  449

AX-89861888:ph3       122.610  ;  450

AX-89805239:nmh       123.236  ;  451

AX-89805236:ph3       125.133  ;  452

AX-89842978:nmh       126.391  ;  453

AX-89800118:ph3       127.016  ;  454

AX-89900271:ph3       127.641  ;  455

AX-89843053:ph3       128.267  ;  456

AX-89900283:ph3       128.892  ;  457

AX-89805849:nmh       130.046  ;  458

AX-89864649:ph3       130.591  ;  459

AX-89800079:ph3       131.091  ;  460

AX-89800053:ph3       131.591  ;  461

AX-89842927:nmh       131.591  ;  462

AX-89864642:ph3       132.091  ;  463

AX-89900141:ph3       132.091  ;  464

AX-89799970:nmh       132.536  ;  465

AX-89842868:nmh       132.981  ;  466

AX-89842795:nmh       133.426  ;  467

AX-89800009:ph3       133.577  ;  468

AX-89900044:nmh       133.871  ;  469

AX-89900107:ph3       134.316  ;  470

AX-89900104:ph3       134.316  ;  471

AX-89859704:nmh       134.316  ;  472

AX-89799963:nmh       135.326  ;  473

AX-89799945:nmh       135.659  ;  474

AX-89808635:ph3       135.659  ;  475

AX-89900006:nmh       135.992  ;  476

AX-89842770:nmh       135.992  ;  477

AX-89842781:nmh       136.669  ;  478

AX-89799222:ph3       137.002  ;  479

AX-89841961:nmh       137.002  ;  480

AX-89909626:nmh       137.335  ;  481

AX-89853637:ph3       137.668  ;  482

AX-89799296:ph3       137.971  ;  483

AX-89799303:ph3       138.274  ;  484

AX-89799302:ph3       138.577  ;  485

AX-89799318:nmh       139.186  ;  486

AX-89899286:nmh       139.489  ;  487

AX-89842033:nmh       140.408  ;  488

AX-89899218:nmh       141.017  ;  489

AX-89850254:ph3       141.017  ;  490

AX-89899215:nmh       141.017  ;  491

AX-89899298:nmh       141.017  ;  492

AX-89899291:nmh       141.017  ;  493

AX-89841950:nmh       141.707  ;  494

AX-89799337:ph3       141.716  ;  495

AX-89915531:nmh       142.405  ;  496

AX-89906494:ph3       144.556  ;  497

AX-89808552:nmh       145.384  ;  498

AX-89899398:ph3       147.450  ;  499

AX-89842270:nmh       147.860  ;  500

AX-89899535:nmh       148.235  ;  501

AX-89866728:nmh       148.235  ;  502

AX-89799497:nmh       148.235  ;  503

AX-89799451:ph3       148.611  ;  504

AX-89850280:ph3       148.611  ;  505

AX-89842174:nmh       148.611  ;  506

AX-89842180:nmh       148.611  ;  507

AX-89850275:nmh       148.611  ;  508

AX-89899503:nmh       149.076  ;  509

AX-89842181:ph3       150.011  ;  510

AX-89906520:ph3       151.421  ;  511

AX-89842291:nmh       151.421  ;  512

AX-89842300:nmh       151.421  ;  513

AX-89909660:nmh       152.247  ;  514

AX-89859616:nmh       152.650  ;  515

AX-89808571:ph3       153.265  ;  516

AX-89899592:ph3       154.191  ;  517

AX-89899618:nmh       154.496  ;  518

AX-89799580:nmh       154.496  ;  519

AX-89842363:ph3       154.496  ;  520

AX-89842359:nmh       155.102  ;  521

AX-89899987:nmh       163.833  ;  522

AX-89842323:nmh       181.675  ;  523
















group 6B



AX-89795441:nmh         0.000  ; 6422

AX-89894649:ph3         0.578  ; 6423

AX-89837466:nmh         1.133  ; 6424

AX-89894564:nmh         1.689  ; 6425

AX-89899164:nmh         2.806  ; 6426

AX-89906501:ph3         3.362  ; 6427

AX-89795728:nmh         3.918  ; 6428

AX-89805776:nmh         5.041  ; 6429

AX-89800122:nmh         5.585  ; 6430
